Date,NO2,SO2,PM10,PM2.5,O3,CO,NH3,Sheet,O3_8hrs,CO (8 hrs)_mg_m3,Location
2020-06-30,12.91,8.75,70.9,54.39,0,0,0,Table 106,,,Bhillai
,0,0,0,0,0,0,0,Table 106,,,Bhillai
,0,0,0,0,0,0,0,Table 106,,,Bhillai
,0,0,0,0,0,0,0,Table 106,,,Bhillai
,0,0,0,0,0,0,0,Table 106,,,Bhillai
,0,0,0,0,0,0,0,Table 106,,,Bhillai
,0,0,0,0,0,0,0,Table 106,,,Bhillai
2020-02-06,8.29,5.41,62.2,48.07,0,0,0,Table 107,,,Bhillai
2020-05-06,8.34,5.63,64.02,48.12,0,0,0,Table 107,,,Bhillai
2020-09-06,8.29,5.84,64.08,47.68,0,0,0,Table 107,,,Bhillai
2020-06-19,9.79,5.84,63.09,46.9,0,0,0,Table 107,,,Bhillai
2020-06-30,9.79,6.04,60.38,47.94,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
,0,0,0,0,0,0,0,Table 107,,,Bhillai
2020-04-05,6.66,4.38,41.33,32.75,0,0,0,Table 108,,,Bhillai
2020-07-05,7.5,4.59,41.59,33.91,0,0,0,Table 108,,,Bhillai
2020-11-05,7.71,4.38,42.13,35.18,0,0,0,Table 108,,,Bhillai
2020-05-14,7.5,4.59,42.19,33.33,0,0,0,Table 108,,,Bhillai
2020-05-21,7.71,4.79,42.06,33.27,0,0,0,Table 108,,,Bhillai
2020-05-28,7.09,4.79,41.53,34.25,0,0,0,Table 108,,,Bhillai
,0,0,0,0,0,0,0,Table 108,,,Bhillai
,0,0,0,0,0,0,0,Table 108,,,Bhillai
,0,0,0,0,0,0,0,Table 108,,,Bhillai
,0,0,0,0,0,0,0,Table 108,,,Bhillai
,0,0,0,0,0,0,0,Table 108,,,Bhillai
,0,0,0,0,0,0,0,Table 108,,,Bhillai
2020-01-05,8.13,6.04,45.43,46.35,0,0,0,Table 109,,,Bhillai
2020-05-05,8.13,5.84,46.07,45.3,0,0,0,Table 109,,,Bhillai
2020-12-05,8.54,6.04,45.23,46.51,0,0,0,Table 109,,,Bhillai
2020-05-15,8.34,5.63,45.1,47.13,0,0,0,Table 109,,,Bhillai
2020-05-22,8.54,6.25,46.82,46.65,0,0,0,Table 109,,,Bhillai
2020-05-29,8.34,6.04,45.83,47.01,0,0,0,Table 109,,,Bhillai
,0,0,0,0,0,0,0,Table 109,,,Bhillai
,0,0,0,0,0,0,0,Table 109,,,Bhillai
,0,0,0,0,0,0,0,Table 109,,,Bhillai
,0,0,0,0,0,0,0,Table 109,,,Bhillai
,0,0,0,0,0,0,0,Table 109,,,Bhillai
,0,0,0,0,0,0,0,Table 109,,,Bhillai
2020-02-05,8.75,6.25,47.94,46.75,0,0,0,Table 110,,,Bhillai
2020-06-05,8.54,6.46,47.22,48.36,0,0,0,Table 110,,,Bhillai
2020-05-13,8.75,6.46,47.48,48.65,0,0,0,Table 110,,,Bhillai
2020-05-20,9.16,6.66,48.67,48.37,0,0,0,Table 110,,,Bhillai
2020-05-23,9.79,6.46,48.74,49.2,0,0,0,Table 110,,,Bhillai
2020-05-30,10,7.09,49.27,49.09,0,0,0,Table 110,,,Bhillai
,0,0,0,0,0,0,0,Table 110,,,Bhillai
,0,0,0,0,0,0,0,Table 110,,,Bhillai
,0,0,0,0,0,0,0,Table 110,,,Bhillai
,0,0,0,0,0,0,0,Table 110,,,Bhillai
,0,0,0,0,0,0,0,Table 110,,,Bhillai
,0,0,0,0,0,0,0,Table 110,,,Bhillai
2020-01-05,7.71,5.41,43.19,41.22,0,0,0,Table 111,,,Bhillai
2020-05-05,7.5,5.63,43.85,40.69,0,0,0,Table 111,,,Bhillai
2020-12-05,7.91,5.21,44.04,40.97,0,0,0,Table 111,,,Bhillai
2020-05-15,8.13,5.63,44.44,40.02,0,0,0,Table 111,,,Bhillai
2020-05-19,7.91,5.63,43.98,41.18,0,0,0,Table 111,,,Bhillai
2020-05-29,8.13,5.41,44.37,41.35,0,0,0,Table 111,,,Bhillai
,0,0,0,0,0,0,0,Table 111,,,Bhillai
,0,0,0,0,0,0,0,Table 111,,,Bhillai
,0,0,0,0,0,0,0,Table 111,,,Bhillai
,0,0,0,0,0,0,0,Table 111,,,Bhillai
,0,0,0,0,0,0,0,Table 111,,,Bhillai
,0,0,0,0,0,0,0,Table 111,,,Bhillai
2020-02-04,6.88,4.16,39.41,25.32,0,0,0,Table 112,,,Bhillai
2020-06-04,7.09,4.38,40.21,25.28,0,0,0,Table 112,,,Bhillai
2020-04-13,7.14,4.59,39.88,26.53,0,0,0,Table 112,,,Bhillai
2020-04-23,7.5,5,40.34,25.8,0,0,0,Table 112,,,Bhillai
2020-04-27,7.09,4.16,40.74,26.49,0,0,0,Table 112,,,Bhillai
2020-04-30,6.88,4.59,39.75,26.19,0,0,0,Table 112,,,Bhillai
,0,0,0,0,0,0,0,Table 112,,,Bhillai
,0,0,0,0,0,0,0,Table 112,,,Bhillai
,0,0,0,0,0,0,0,Table 112,,,Bhillai
,0,0,0,0,0,0,0,Table 112,,,Bhillai
,0,0,0,0,0,0,0,Table 112,,,Bhillai
,0,0,0,0,0,0,0,Table 112,,,Bhillai
2020-03-04,7.5,4.38,42.19,30.78,0,0,0,Table 113,,,Bhillai
2020-07-04,7.71,4.79,41.99,31.44,0,0,0,Table 113,,,Bhillai
2020-04-14,7.91,4.59,41.04,30.69,0,0,0,Table 113,,,Bhillai
2020-04-21,7.29,5.21,42.44,30.93,0,0,0,Table 113,,,Bhillai
2020-04-24,7.5,4.79,42.24,30.76,0,0,0,Table 113,,,Bhillai
2020-04-28,7.09,4.59,42.06,31.06,0,0,0,Table 113,,,Bhillai
,0,0,0,0,0,0,0,Table 113,,,Bhillai
,0,0,0,0,0,0,0,Table 113,,,Bhillai
,0,0,0,0,0,0,0,Table 113,,,Bhillai
,0,0,0,0,0,0,0,Table 113,,,Bhillai
,0,0,0,0,0,0,0,Table 113,,,Bhillai
,0,0,0,0,0,0,0,Table 113,,,Bhillai
2020-03-04,7.91,6.46,43.06,32.69,0,0,0,Table 114,,,Bhillai
2020-07-04,7.71,6.66,42.92,33.6,0,0,0,Table 114,,,Bhillai
2020-04-14,8.54,5.63,42.99,32.92,0,0,0,Table 114,,,Bhillai
2020-04-21,8.54,5.84,43.12,31.96,0,0,0,Table 114,,,Bhillai
2020-04-24,7.91,5.41,43.25,32.05,0,0,0,Table 114,,,Bhillai
2020-04-28,7.91,6.04,42.66,32.93,0,0,0,Table 114,,,Bhillai
,0,0,0,0,0,0,0,Table 114,,,Bhillai
,0,0,0,0,0,0,0,Table 114,,,Bhillai
,0,0,0,0,0,0,0,Table 114,,,Bhillai
,0,0,0,0,0,0,0,Table 114,,,Bhillai
,0,0,0,0,0,0,0,Table 114,,,Bhillai
,0,0,0,0,0,0,0,Table 114,,,Bhillai
2020-01-04,8.96,5.63,44.11,35.08,0,0,0,Table 115,,,Bhillai
2020-04-04,8.34,5,44.23,36.57,0,0,0,Table 115,,,Bhillai
2020-11-04,8.75,5.41,44.04,35.44,0,0,0,Table 115,,,Bhillai
2020-04-22,8.34,5.84,44.36,37.58,0,0,0,Table 115,,,Bhillai
2020-04-25,8.34,5.84,44.44,35.71,0,0,0,Table 115,,,Bhillai
2020-04-29,8.75,5.63,43.96,35.86,0,0,0,Table 115,,,Bhillai
,0,0,0,0,0,0,0,Table 115,,,Bhillai
,0,0,0,0,0,0,0,Table 115,,,Bhillai
,0,0,0,0,0,0,0,Table 115,,,Bhillai
,0,0,0,0,0,0,0,Table 115,,,Bhillai
,0,0,0,0,0,0,0,Table 115,,,Bhillai
,0,0,0,0,0,0,0,Table 115,,,Bhillai
2020-02-03,10.63,5,49.8,40.29,0,0,0,Table 116,,,Bhillai
2020-05-03,11.88,5.41,50.92,40.34,0,0,0,Table 116,,,Bhillai
2020-09-03,11.04,5.63,49.93,39.91,0,0,0,Table 116,,,Bhillai
2020-12-03,10.21,5.21,47.88,39.62,0,0,0,Table 116,,,Bhillai
2020-03-19,10,5.63,46.76,40.35,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
,0,0,0,0,0,0,0,Table 116,,,Bhillai
2020-03-03,15.17,5.83,71.09,32.27,,,,Table 117,,,Bhillai
2020-06-03,14.83,6,67.98,33.48,,,,Table 117,,,Bhillai
2020-03-13,14.33,6.17,67.85,28.37,,,,Table 117,,,Bhillai
2020-03-17,13.67,5.83,68.12,32.53,,,,Table 117,,,Bhillai
2020-03-20,14.33,6.67,67.71,31.7  3,,,,Table 117,,,Bhillai
2020-03-03,15.5,7.5,80.22,40.6,,,,Table 118,,,Bhillai
2020-06-03,16,7.5,77.44,43.7  7,,,,Table 118,,,Bhillai
2020-03-13,15.17,7.67,76.65,40.08,,,,Table 118,,,Bhillai
2020-03-17,15.5,7.83,77.91,40.17,,,,Table 118,,,Bhillai
2020-03-20,15.67,7.5,76.98,41.15,,,,Table 118,,,Bhillai
2020-04-03,17.67,8.5,82.67,44.7  8,,,,Table 119,,,Bhillai
2020-07-03,18,8.17,81.81,44.15,,,,Table 119,,,Bhillai
2020-11-03,17.83,8.33,81.87,45.04,,,,Table 119,,,Bhillai
2020-03-18,17.33,8.67,82.47,45.6,,,,Table 119,,,Bhillai
2020-03-21,18,9,83.46,45.47,,,,Table 119,,,Bhillai
2020-10-02,11.16,4.81,54.16,45.9,0,0,0,Table 120,,,Bhillai
2020-02-13,11.16,5.26,48.74,40.84,0,0,0,Table 120,,,Bhillai
2020-02-20,11.64,5.04,51.78,42.38,0,0,0,Table 120,,,Bhillai
2020-02-24,11,5.26,54.1,41.45,0,0,0,Table 120,,,Bhillai
2020-02-27,10.68,5.04,0,41.1,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
,0,0,0,0,0,0,0,Table 120,,,Bhillai
2020-11-02,15.46,7.89,70.1,54.65,0,0,0,Table 121,,,Bhillai
2020-02-14,18.81,8.33,68.84,60.93,0,0,0,Table 121,,,Bhillai
2020-02-18,17.21,8.1,73.01,61.03,0,0,0,Table 121,,,Bhillai
2020-02-25,18.49,9.85,0,53.04,0,0,0,Table 121,,,Bhillai
2020-02-28,16.58,7.66,0,54.21,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
,0,0,0,0,0,0,0,Table 121,,,Bhillai
2020-11-02,20.09,10.29,80.68,75.83,0,0,0,Table 122,,,Bhillai
2020-02-18,19.76,9.85,78.24,74,0,0,0,Table 122,,,Bhillai
2020-02-21,19.6,10.08,78.83,70.05,0,0,0,Table 122,,,Bhillai
2020-02-25,18.96,8.45,0,69.07,0,0,0,Table 122,,,Bhillai
2020-02-28,19.6,10.34,0,66.78,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
,0,0,0,0,0,0,0,Table 122,,,Bhillai
2020-08-02,22.15,11.39,84.06,75.37,0,0,0,Table 123,,,Bhillai
2020-02-15,22.48,10.29,82.34,81.94,0,0,0,Table 123,,,Bhillai
2020-02-19,11.61,22.95,85.11,76.44,0,0,0,Table 123,,,Bhillai
2020-02-22,11.83,23.59,0,81.15,0,0,0,Table 123,,,Bhillai
2020-02-26,12.05,22.79,0,77.13,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
,0,0,0,0,0,0,0,Table 123,,,Bhillai
2020-02-01,11.04,4.79,52.11,47.89,0,0,0,Table 124,,,Bhillai
2020-09-01,11.25,5.21,53.37,41.27,0,0,0,Table 124,,,Bhillai
2020-01-16,11.61,5,52.31,41.72,0,0,0,Table 124,,,Bhillai
2020-01-23,10.83,5.21,54.82,47.64,0,0,0,Table 124,,,Bhillai
2020-01-27,10.42,5.21,55.75,40.9,0,0,0,Table 124,,,Bhillai
2020-01-30,10.42,5.63,53.37,40.37,0,0,0,Table 124,,,Bhillai
,0,0,0,0,0,0,0,Table 124,,,Bhillai
,0,0,0,0,0,0,0,Table 124,,,Bhillai
,0,0,0,0,0,0,0,Table 124,,,Bhillai
,0,0,0,0,0,0,0,Table 124,,,Bhillai
,0,0,0,0,0,0,0,Table 124,,,Bhillai
,0,0,0,0,0,0,0,Table 124,,,Bhillai
2020-03-01,14.83,5.83,76.32,32.57,,,,Table 125,,,Bhillai
2020-07-01,15.17,6,73.81,37  .99,,,,Table 125,,,Bhillai
2020-01-17,14,6,69.97,33.08,,,,Table 125,,,Bhillai
2020-01-24,14.67,7.86,70.56,28.23,,,,Table 125,,,Bhillai
2020-01-31,13.17,5.67,72.09,32.41,,,,Table 125,,,Bhillai
2020-10-01,16.33,7.83,81.68,44.98,,,,Table 126,,,Bhillai
2020-01-14,16.33,7.67,79.95,43.8,,,,Table 126,,,Bhillai
2020-01-21,16.33,8.17,80.68,41.7  0,,,,Table 126,,,Bhillai
2020-01-28,15.17,8,79.49,40.7  1,,,,Table 126,,,Bhillai
2020-01-31,16.33,8,84.06,41.08,,,,Table 126,,,Bhillai
2020-04-01,18,9,83.86,,,,,Table 127,,,Bhillai
2020-08-01,18.17,8.5,84.79,,,,,Table 127,,,Bhillai
2020-01-15,18.17,9.33,85.11,,,,,Table 127,,,Bhillai
2020-01-18,19.17,9.5,87.03,,,,,Table 127,,,Bhillai
2020-01-22,18.67,9.83,84.45,,,,,Table 127,,,Bhillai
2020-01-29,18,8.5,83.2,,,,,Table 127,,,Bhillai
2019-02-12,10.84,4.59,59.92,55.83,0,0,0,Table 128,,,Bhillai
2019-05-12,11.46,5,60.19,54.14,0,0,0,Table 128,,,Bhillai
2019-12-12,11.66,4.59,59.99,48.85,0,0,0,Table 128,,,Bhillai
2019-12-23,10.63,5,61.97,54.46,0,0,0,Table 128,,,Bhillai
2019-12-30,10.41,5.21,58.2,53.47,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
,0,0,0,0,0,0,0,Table 128,,,Bhillai
2019-06-12,15,5.83,79.09,37  .14,,,,Table 129,,,Bhillai
2019-12-13,15,6.77,81.48,36.85,,,,Table 129,,,Bhillai
2019-12-20,13.83,5.83,79.69,37  .54,,,,Table 129,,,Bhillai
2019-12-27,15,7.29,81.61,36.27,,,,Table 129,,,Bhillai
2019-12-31,13,5.83,78.17,40.7  8,,,,Table 129,,,Bhillai
2019-04-12,18,8.5,89.61,53.7  4,,,,Table 130,,,Bhillai
2019-07-12,17.33,8.5,87.3,54.41,,,,Table 130,,,Bhillai
2019-12-14,18,8.67,90.21,52.8,,,,Table 130,,,Bhillai
2019-12-25,18.5,9,91.2,53.36,,,,Table 130,,,Bhillai
2019-12-28,18.17,9.17,92,52.06,,,,Table 130,,,Bhillai
2019-03-12,15.83,7.83,86.77,44.66,,,,Table 131,,,Bhillai
2019-10-12,16,7.67,86.83,44.48,,,,Table 131,,,Bhillai
2019-12-17,16.17,8,85.18,46.92,,,,Table 131,,,Bhillai
2019-12-24,15,8,84.39,45.62,,,,Table 131,,,Bhillai
2019-12-31,16,7.83,83.4,44.39,,,,Table 131,,,Bhillai
2019-04-11,10.63,4.59,58,49.09,0,0,0,Table 132,,,Bhillai
2019-11-11,11.66,4.59,58.46,53.85,0,0,0,Table 132,,,Bhillai
2019-11-14,12.09,4.59,55.95,53.8,0,0,0,Table 132,,,Bhillai
2019-11-18,10.63,5,57.54,54.39,0,0,0,Table 132,,,Bhillai
2019-11-21,9.59,5.21,57.14,46.18,0,0,0,Table 132,,,Bhillai
2019-11-28,11.04,4.59,54.49,53.53,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
2019-01-11,14.67,5.67,79.76,33.03,,,,Table 133,,,Bhillai
2019-08-11,15,6,80.28,36.67,,,,Table 133,,,Bhillai
2019-11-15,14,5.83,77.05,33.45,,,,Table 133,,,Bhillai
2019-11-19,14.83,7,81.41,36.17,,,,Table 133,,,Bhillai
2019-11-22,13,5.67,76.73,36.64,,,,Table 133,,,Bhillai
2019-11-26,15.17,7.67,83.92,35.81,,,,Table 133,,,Bhillai
2019-01-11,16,8,86.11,41.3,,,,Table 134,,,Bhillai
2019-05-11,16.17,7.83,88.82,44.37,,,,Table 134,,,Bhillai
2019-12-11,16,8,89.55,44.66,,,,Table 134,,,Bhillai
2019-11-19,15,8.17,87.7,45.62,,,,Table 134,,,Bhillai
2019-11-26,15.67,7.5,86.5,44.39,,,,Table 134,,,Bhillai
2019-11-29,15.17,7.17,87.23,45.89,,,,Table 134,,,Bhillai
2019-06-11,18,9.17,89.55,53.96,,,,Table 135,,,Bhillai
2019-09-11,17.5,9.5,90.14,50.35,,,,Table 135,,,Bhillai
2019-11-16,17.83,8.5,88.09,52.69,,,,Table 135,,,Bhillai
2019-11-20,19.17,9.33,91.73,52.61,,,,Table 135,,,Bhillai
2019-11-23,18.33,9,88.95,56.17,,,,Table 135,,,Bhillai
2019-11-30,18,8.33,91.46,53.3,,,,Table 135,,,Bhillai
2019-03-10,10.63,4.38,56.81,40.37,0,0,0,Table 136,,,Bhillai
2019-10-10,12.09,3.96,53.9,40.75,0,0,0,Table 136,,,Bhillai
2019-10-14,11.08,4.79,57.01,53.92,0,0,0,Table 136,,,Bhillai
2019-10-21,11.88,4.16,54.65,46.75,0,0,0,Table 136,,,Bhillai
2019-10-24,11.04,4.16,54.1,53.65,0,0,0,Table 136,,,Bhillai
2019-10-28,12.09,10.21,58.68,52.06,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
2019-02-10,17.33,8.67,85.71,49.84,,,,Table 137,,,Bhillai
2019-05-10,18.17,9.5,87.96,50.46,,,,Table 137,,,Bhillai
2019-09-10,18.17,8.5,86.11,52.93,,,,Table 137,,,Bhillai
2019-12-10,19,8.5,88.95,49.32,,,,Table 137,,,Bhillai
2019-10-19,18.83,9,88.82,45.24,,,,Table 137,,,Bhillai
2019-10-26,19.33,9.17,91.33,56.88,,,,Table 137,,,Bhillai
2019-01-10,16.67,7.83,83.39,40.45,,,,Table 138,,,Bhillai
2019-08-10,16.33,8.17,84.46,37  .02,,,,Table 138,,,Bhillai
2019-10-15,16.5,8,83.2,44.7  5,,,,Table 138,,,Bhillai
2019-10-18,15.5,7.17,80.75,42.03,,,,Table 138,,,Bhillai
2019-10-22,15.5,7.33,77.9,40.55,,,,Table 138,,,Bhillai
2019-10-29,16.83,7.67,84.45,47  .86,,,,Table 138,,,Bhillai
2019-02-10,17.33,8.67,85.71,49.84,,,,Table 139,,,Bhillai
2019-05-10,18.17,9.5,87.96,50.46,,,,Table 139,,,Bhillai
2019-09-10,18.17,8.5,86.11,52.93,,,,Table 139,,,Bhillai
2019-12-10,19,8.5,88.95,49.32,,,,Table 139,,,Bhillai
2019-10-19,18.83,9,88.82,45.24,,,,Table 139,,,Bhillai
2019-10-26,19.33,9.17,91.33,56.88,,,,Table 139,,,Bhillai
2019-02-09,10.41,4.16,53.11,40.75,0,0,0,Table 140,,,Bhillai
2019-05-09,11.88,3.96,52.05,40.39,0,0,0,Table 140,,,Bhillai
2019-09-09,12.33,4.16,50.38,33.9,0,0,0,Table 140,,,Bhillai
2019-12-09,11.66,4.16,52.38,40.74,0,0,0,Table 140,,,Bhillai
2019-09-16,10.63,5,53.44,39.61,0,0,0,Table 140,,,Bhillai
2019-09-19,10.41,4.16,54.36,41.1,0,0,0,Table 140,,,Bhillai
2019-09-30,11.88,4.59,54.1,33.96,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
2019-10-09,14.33,5.83,7  3.96,29.11,,,,Table 141,,,Bhillai
2019-09-13,15.17,6.17,7  2.48,33.04,,,,Table 141,,,Bhillai
2019-09-17,14.17,6.67,7  3.28,33.54,,,,Table 141,,,Bhillai
2019-09-20,13.67,6.67,7  4.13,32.37,,,,Table 141,,,Bhillai
2019-09-24,14.5,6.83,7  1.83,32.62,,,,Table 141,,,Bhillai
2019-09-27,14.17,6.67,71.89,29.7  1,,,,Table 141,,,Bhillai
2019-10-09,16.5,7.5,80.09,37  .94,,,,Table 142,,,Bhillai
2019-09-13,16.5,7.83,80.75,37  .19,,,,Table 142,,,Bhillai
2019-09-17,16.67,7.83,80.82,37  .03,,,,Table 142,,,Bhillai
2019-09-20,15.83,8.33,81.87,36.9,,,,Table 142,,,Bhillai
2019-09-24,15.67,7.33,82.94,37  .02,,,,Table 142,,,Bhillai
2019-09-27,16.33,7.33,79.69,37  .83,,,,Table 142,,,Bhillai
2019-11-09,17.83,8,84.98,49.48,,,,Table 143,,,Bhillai
2019-09-14,17,8.67,85.51,48.97,,,,Table 143,,,Bhillai
2019-09-18,17.67,7.33,87.36,49.3,,,,Table 143,,,Bhillai
2019-09-21,18.17,7,81.94,48.6,,,,Table 143,,,Bhillai
2019-09-25,18,6.83,82.67,49.38,,,,Table 143,,,Bhillai
2019-09-28,19.5,9,84.06,49.36,,,,Table 143,,,Bhillai
2019-01-08,9.73,3.29,50.46,33.96,0,0,0,Table 144,,,Bhillai
2019-05-08,11.95,3.5,51.78,40.94,0,0,0,Table 144,,,Bhillai
2019-12-08,11.31,3.29,53.57,39.66,0,0,0,Table 144,,,Bhillai
2019-08-22,10.36,3.5,51.45,40.57,0,0,0,Table 144,,,Bhillai
2019-08-29,10.68,4.16,53.11,41.73,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
2019-03-08,17.83,8,85.58,45.23,,,,Table 146,,,Bhillai
2019-10-08,17,8.67,84.72,48.84,,,,Table 146,,,Bhillai
2019-08-14,18,7.83,88.42,46.25,,,,Table 146,,,Bhillai
2019-08-17,19.67,7.83,84.32,48.6,,,,Table 146,,,Bhillai
2019-08-21,18.83,8,84.32,49.07,,,,Table 146,,,Bhillai
2019-08-28,19.5,9,88.16,49.3,,,,Table 146,,,Bhillai
2019-02-08,16.33,7.17,79.29,38.02,,,,Table 147,,,Bhillai
2019-06-08,16.17,7.67,82.21,37  .00,,,,Table 147,,,Bhillai
2019-09-08,16,7.67,81.94,36.7  7,,,,Table 147,,,Bhillai
2019-08-16,15.83,7.67,81.01,36.87,,,,Table 147,,,Bhillai
2019-08-27,16,7.17,79.89,36.99,,,,Table 147,,,Bhillai
2019-04-07,9.79,3.13,50.26,33.62,0,0,0,Table 148,,,Bhillai
2019-08-07,11.88,3.34,51.19,33.58,0,0,0,Table 148,,,Bhillai
2019-11-07,11.79,3.13,51.71,34.83,0,0,0,Table 148,,,Bhillai
2019-07-15,10.63,3.34,51.78,34.1,0,0,0,Table 148,,,Bhillai
2019-07-22,11.25,3.75,49.47,39.77,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
2019-03-07,18,7.83,85.58,45.13,,,,Table 150,,,Bhillai
2019-06-07,17.67,8.5,88.02,49.03,,,,Table 150,,,Bhillai
2019-10-07,18,7.67,90.87,46.35,,,,Table 150,,,Bhillai
2019-07-13,19.67,7.83,88.22,48.64,,,,Table 150,,,Bhillai
2019-07-24,19.83,8.17,86.04,44.51,,,,Table 150,,,Bhillai
2019-07-31,20.33,9.17,89.48,45.6,,,,Table 150,,,Bhillai
2019-05-07,16.67,6.83,79.03,38.69,,,,Table 151,,,Bhillai
,16.67,7.67,81.08,38.24,,,,Table 151,,,Bhillai
2019-12-07,16.67,7.67,80.95,36.83,,,,Table 151,,,Bhillai
2019-07-16,16.33,7.33,82.33,37  .25,,,,Table 151,,,Bhillai
2019-07-19,16.67,7.5,80.88,37  .31,,,,Table 151,,,Bhillai
2019-07-26,17.33,7,81.21,40.84,,,,Table 151,,,Bhillai
2019-03-06,14.59,4.38,54.89,40.35,0,0,0,Table 152,,,Bhillai
2019-06-06,15,3.96,57.54,40.3,0,0,0,Table 152,,,Bhillai
2019-10-06,16.25,4.79,56.88,41.78,0,0,0,Table 152,,,Bhillai
2019-06-13,13.13,3.54,49.6,40.45,0,0,0,Table 152,,,Bhillai
2019-06-24,13.13,4.16,56.21,39.77,0,0,0,Table 152,,,Bhillai
2019-06-27,11.46,3.54,51.59,34.53,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
